symbol,asd,devreg,cns,housekeeping,gene_len,protein_len,transcripts,te,rvis
MLKL,no link,non-devreg,non-CNS,luxury,29037,471,4,78,0.96
MLLT1,no link,non-devreg,non-CNS,housekeeping,69568,559,2,89,-0.62
MLLT10,no link,non-devreg,non-CNS,housekeeping,208986,1068,10,453,-1.28
MLLT11,no link,non-devreg,non-CNS,luxury,8823,90,2,7,0.04
MLLT3,no link,Devreg,non-CNS,luxury,277547,568,4,344,-0.36
MLLT4,no link,Devreg,non-CNS,luxury,145030,1743,6,126,-2.36
MLLT6,no link,non-devreg,non-CNS,luxury,24184,1093,2,29,-0.02
MLN,no link,non-devreg,non-CNS,luxury,9345,115,6,11,0.37
MLNR,no link,non-devreg,non-CNS,luxury,2040,412,2,0,NA
MLPH,no link,non-devreg,non-CNS,luxury,68084,600,8,81,0.49
MLST8,no link,non-devreg,non-CNS,housekeeping,4241,326,8,3,-0.45
MLX,no link,non-devreg,non-CNS,housekeeping,6144,298,6,6,-0.01
MLXIP,no link,non-devreg,non-CNS,luxury,112316,919,2,106,NA
MLXIPL,no link,non-devreg,non-CNS,luxury,31347,852,8,59,0.6
MLYCD,no link,non-devreg,non-CNS,luxury,17058,493,2,27,NA
MMAA,no link,non-devreg,non-CNS,housekeeping,40648,418,2,62,-0.69
MMAB,no link,non-devreg,non-CNS,luxury,19838,250,2,45,0.33
MMACHC,no link,non-devreg,non-CNS,luxury,10884,282,2,19,-0.13
MMADHC,no link,non-devreg,non-CNS,housekeeping,18184,296,2,30,0.48
MMD,no link,Devreg,non-CNS,luxury,29368,238,2,37,-0.14
MMD2,no link,Devreg,non-CNS,luxury,53225,270,6,171,-0.63
MME,no link,non-devreg,non-CNS,luxury,103566,750,8,106,-0.69
MMEL1,no link,non-devreg,non-CNS,luxury,42401,779,2,56,-0.66
MMGT1,no link,non-devreg,non-CNS,luxury,11904,131,2,17,0.08
MMP1,no link,non-devreg,non-CNS,luxury,8326,469,4,8,0.73
MMP10,no link,non-devreg,non-CNS,luxury,10127,476,2,12,1.14
MMP11,no link,Devreg,non-CNS,luxury,11468,488,2,18,-0.16
MMP12,no link,non-devreg,non-CNS,luxury,12301,470,2,16,NA
MMP13,no link,non-devreg,non-CNS,luxury,12743,471,2,7,-0.96
MMP14,no link,Devreg,non-CNS,luxury,11011,582,2,5,0.05
MMP15,no link,non-devreg,non-CNS,luxury,21523,669,2,25,-0.66
MMP16,no link,non-devreg,non-CNS,luxury,290258,607,2,324,-0.38
MMP17,no link,non-devreg,non-CNS,luxury,23376,603,2,33,-0.33
MMP19,no link,non-devreg,non-CNS,luxury,7554,508,4,5,-0.13
MMP2,no link,non-devreg,non-CNS,luxury,27506,660,10,57,-0.06
MMP20,no link,Devreg,non-CNS,luxury,48498,483,2,65,1.42
MMP21,no link,non-devreg,non-CNS,luxury,9364,569,2,8,-0.2
MMP23B,no link,non-devreg,non-CNS,luxury,2471,390,2,0,NA
MMP24,no link,non-devreg,non-CNS,luxury,50266,645,2,119,-0.62
MMP25,no link,non-devreg,non-CNS,luxury,14043,562,2,23,-0.22
MMP26,no link,non-devreg,non-CNS,luxury,4236,261,2,1,0.37
MMP27,no link,non-devreg,non-CNS,luxury,14054,513,2,22,1.18
MMP28,no link,non-devreg,non-CNS,luxury,29765,520,6,60,0.21
MMP3,no link,non-devreg,non-CNS,luxury,7815,477,2,3,-0.66
MMP7,no link,non-devreg,non-CNS,luxury,10240,267,2,19,0.33
MMP8,no link,non-devreg,non-CNS,luxury,13160,467,6,16,1.58
MMP9,no link,non-devreg,non-CNS,luxury,7654,707,2,13,0.67
MMRN1,no link,non-devreg,non-CNS,luxury,59729,1228,2,65,0.35
MMRN2,no link,Devreg,non-CNS,luxury,22128,949,2,42,-0.51
MMS19,no link,non-devreg,non-CNS,housekeeping,40286,1030,8,81,-0.01
MMS22L,no link,non-devreg,non-CNS,luxury,141016,1243,2,169,0.32
MN1,no link,non-devreg,non-CNS,luxury,53222,1320,2,81,NA
MNAT1,no link,non-devreg,CNS,housekeeping,233940,309,4,351,-0.14
MND1,no link,non-devreg,non-CNS,luxury,70447,205,4,143,-0.25
MNDA,no link,non-devreg,non-CNS,luxury,18103,407,2,14,0.2
MNS1,no link,Devreg,non-CNS,luxury,36407,495,2,73,0.13
MNT,no link,non-devreg,non-CNS,luxury,16905,582,2,9,-0.76
MNX1,no link,non-devreg,CNS,luxury,5801,401,4,2,NA
MOAP1,no link,non-devreg,non-CNS,luxury,2709,351,2,2,0.64
MOB1A,no link,non-devreg,non-CNS,luxury,22785,216,2,49,-0.01
MOB1B,no link,non-devreg,non-CNS,luxury,85835,216,6,191,-0.21
MOB2,no link,Devreg,non-CNS,luxury,11423,255,4,9,-0.45
MOB3A,no link,non-devreg,non-CNS,luxury,25235,217,2,56,-0.25
MOB3B,no link,non-devreg,non-CNS,luxury,204644,216,2,312,0.01
MOB3C,no link,non-devreg,non-CNS,luxury,7419,268,4,12,0.75
MOB4,no link,non-devreg,non-CNS,housekeeping,37657,204,8,94,-0.01
MOBP,no link,non-devreg,non-CNS,luxury,48431,206,6,76,0.04
MOCOS,no link,non-devreg,non-CNS,luxury,81206,888,2,130,1.72
MOCS1,no link,non-devreg,non-CNS,luxury,23422,636,4,33,0.11
MOCS2,no link,non-devreg,non-CNS,luxury,11704,88,4,10,0.53
MOCS3,no link,non-devreg,non-CNS,luxury,3049,460,2,1,-0.36
MOG,no link,non-devreg,CNS,luxury,15392,252,18,37,0.86
MOGAT1,no link,non-devreg,non-CNS,luxury,38193,335,2,74,0.78
MOGAT2,no link,non-devreg,non-CNS,luxury,13398,334,2,29,0.98
MOGAT3,no link,non-devreg,non-CNS,luxury,5290,341,4,9,0.22
MOGS,no link,non-devreg,non-CNS,housekeeping,4354,837,4,4,1.13
MOK,no link,non-devreg,non-CNS,luxury,76380,419,4,169,1.02
MON1A,no link,non-devreg,non-CNS,housekeeping,21144,652,4,55,-0.58
MON1B,no link,non-devreg,non-CNS,luxury,8708,547,6,9,-0.91
MON2,no link,non-devreg,non-CNS,housekeeping,130767,1717,10,216,-0.83
MORC1,no link,non-devreg,non-CNS,luxury,159907,984,2,224,0.49
MORC2,no link,non-devreg,non-CNS,housekeeping,41588,970,6,40,-1.68
MORC3,no link,non-devreg,non-CNS,luxury,56458,939,2,149,-0.71
MORC4,no link,non-devreg,non-CNS,luxury,59511,937,4,77,-0.36
MORF4L1,no link,non-devreg,non-CNS,luxury,24959,362,10,33,-0.05
MORF4L2,no link,Devreg,non-CNS,housekeeping,12661,288,32,14,-0.05
MORN1,no link,non-devreg,non-CNS,luxury,13500,167,4,16,-0.08
MORN2,no link,non-devreg,non-CNS,luxury,6748,79,2,15,0.39
MORN3,no link,non-devreg,non-CNS,luxury,18268,240,2,58,-0.12
MORN4,no link,non-devreg,non-CNS,luxury,19604,146,4,43,-0.1
MORN5,no link,non-devreg,non-CNS,luxury,40178,161,4,111,0.24
MOS,no link,non-devreg,non-CNS,luxury,1041,346,2,0,0.02
MOSPD1,no link,non-devreg,non-CNS,housekeeping,27636,213,2,43,-0.01
MOSPD2,no link,non-devreg,non-CNS,luxury,47933,518,4,78,-0.16
MOSPD3,no link,non-devreg,non-CNS,luxury,2887,235,8,3,0.08
MOV10,no link,non-devreg,non-CNS,luxury,26321,1003,6,57,-1.68
MOV10L1,no link,non-devreg,non-CNS,luxury,71682,1211,8,130,-0.69
MOXD1,no link,non-devreg,non-CNS,luxury,105471,613,2,118,-0.8
MPC1,no link,non-devreg,non-CNS,luxury,18094,66,4,24,0.26
MPC1L,no link,non-devreg,non-CNS,luxury,571,136,2,0,NA
MPC2,no link,non-devreg,non-CNS,housekeeping,20395,127,4,35,0.5
MPDU1,no link,non-devreg,non-CNS,housekeeping,4563,247,2,3,0.44
MPDZ,no link,non-devreg,non-CNS,luxury,173861,2041,6,199,1.39
MPEG1,no link,non-devreg,non-CNS,luxury,4512,716,2,0,0.16
MPG,no link,non-devreg,non-CNS,housekeeping,7682,293,6,3,-0.84
MPHOSPH10,no link,non-devreg,non-CNS,housekeeping,19789,681,2,26,1.87
MPHOSPH6,no link,non-devreg,non-CNS,luxury,22063,160,2,49,0.46
MPHOSPH8,no link,non-devreg,non-CNS,luxury,39812,860,2,74,-0.24
MPHOSPH9,no link,non-devreg,non-CNS,luxury,65497,1031,2,167,-0.21
MPI,no link,non-devreg,non-CNS,housekeeping,8156,423,8,14,-0.16
MPL,no link,non-devreg,non-CNS,luxury,16661,635,2,36,-0.53
MPLKIP,no link,non-devreg,non-CNS,housekeeping,1910,179,2,1,NA
MPND,no link,non-devreg,non-CNS,housekeeping,16560,471,6,43,0.17
MPO,no link,non-devreg,non-CNS,luxury,11080,745,2,13,-0.15
MPP1,no link,non-devreg,non-CNS,luxury,26844,466,8,45,-0.18
MPP2,no link,non-devreg,non-CNS,luxury,32387,552,18,61,-1.02
MPP3,no link,non-devreg,non-CNS,luxury,32381,585,2,53,-0.38
MPP4,no link,non-devreg,non-CNS,luxury,53821,637,2,80,-0.46
MPP5,no link,non-devreg,non-CNS,luxury,94767,675,4,168,0.47
MPP6,no link,non-devreg,non-CNS,luxury,114414,540,4,139,-0.09
MPP7,no link,non-devreg,non-CNS,luxury,231145,576,2,365,-0.82
MPPE1,no link,non-devreg,non-CNS,housekeeping,25325,396,4,43,0.4
MPPED1,no link,non-devreg,non-CNS,luxury,94781,326,2,172,-0.58
MPPED2,no link,non-devreg,non-CNS,luxury,170424,294,4,245,-0.23
MPRIP,no link,non-devreg,non-CNS,luxury,27989,1267,4,8,-1.3
MPST,no link,non-devreg,non-CNS,luxury,10073,317,6,27,NA
MPV17,no link,non-devreg,non-CNS,luxury,13610,176,2,26,-0.27
MPV17L,no link,non-devreg,non-CNS,luxury,13933,196,4,34,NA
MPV17L2,no link,non-devreg,non-CNS,housekeeping,3511,206,2,4,0.04
MPZ,no link,non-devreg,non-CNS,luxury,5238,248,2,1,-0.21
MPZL1,no link,non-devreg,non-CNS,luxury,69970,269,6,120,-0.32
MPZL2,no link,non-devreg,non-CNS,luxury,11121,215,4,15,-0.05
MPZL3,no link,non-devreg,non-CNS,luxury,22676,235,4,41,0.51
MR1,no link,non-devreg,non-CNS,luxury,28514,341,8,42,0.49
MRAP,no link,non-devreg,non-CNS,luxury,20476,172,6,40,0.37
MRAP2,no link,non-devreg,non-CNS,luxury,57186,205,2,86,-0.23
MRAS,no link,non-devreg,non-CNS,luxury,56870,208,12,104,-0.14
MRC1,no link,non-devreg,non-CNS,luxury,348750,1456,2,483,NA
MRC2,no link,non-devreg,non-CNS,luxury,66201,1479,2,140,-1.16
MRE11A,no link,non-devreg,non-CNS,luxury,76572,708,4,135,0.04
MREG,no link,non-devreg,non-CNS,luxury,71033,214,2,102,0.17
MRFAP1,no link,non-devreg,non-CNS,housekeeping,2653,127,6,0,-0.21
MRFAP1L1,no link,non-devreg,non-CNS,housekeeping,2178,127,2,0,0.13
MRGBP,no link,non-devreg,non-CNS,luxury,4141,204,2,1,-0.19
MRGPRD,no link,non-devreg,non-CNS,luxury,966,321,2,0,0.66
MRGPRE,no link,non-devreg,non-CNS,luxury,4576,312,2,1,0.17
MRGPRF,no link,non-devreg,non-CNS,luxury,8989,343,4,10,-0.2
MRGPRG,no link,non-devreg,non-CNS,luxury,870,289,2,0,1.06
MRGPRX1,no link,non-devreg,non-CNS,luxury,1190,322,2,0,0.69
MRGPRX2,no link,non-devreg,non-CNS,luxury,6226,330,4,10,1.75
MRGPRX3,no link,non-devreg,non-CNS,luxury,17526,322,2,14,1.46
MRGPRX4,no link,non-devreg,non-CNS,luxury,1444,322,2,1,1.86
MRI1,no link,non-devreg,non-CNS,housekeeping,9760,369,4,33,0.51
MRM1,no link,non-devreg,non-CNS,housekeeping,7383,353,2,17,0.22
MRO,no link,non-devreg,non-CNS,luxury,24945,262,8,42,0.28
MROH1,no link,non-devreg,non-CNS,luxury,113925,1641,8,242,NA
MROH2B,no link,non-devreg,non-CNS,luxury,73323,1585,2,115,1.6
MROH5,no link,non-devreg,non-CNS,luxury,73402,1318,2,103,4.38
MROH6,no link,non-devreg,non-CNS,luxury,6566,719,2,0,NA
MROH7,no link,non-devreg,non-CNS,luxury,68513,1323,4,191,1.76
MROH8,no link,non-devreg,non-CNS,luxury,78346,1052,6,216,NA
MROH9,no link,non-devreg,non-CNS,luxury,129295,861,4,161,2.51
MRPL1,no link,non-devreg,non-CNS,housekeeping,90140,325,2,160,0.28
MRPL10,no link,non-devreg,non-CNS,housekeeping,8270,271,4,19,-0.1
MRPL11,no link,non-devreg,non-CNS,housekeeping,3761,192,6,4,-0.05
MRPL12,no link,non-devreg,non-CNS,housekeeping,4157,198,2,6,0.04
MRPL13,no link,non-devreg,non-CNS,housekeeping,49565,178,2,67,0.06
MRPL14,no link,non-devreg,non-CNS,housekeeping,13819,145,2,19,-0.14
MRPL15,no link,non-devreg,non-CNS,housekeeping,13294,296,2,28,0.28
MRPL16,no link,non-devreg,non-CNS,housekeeping,4738,251,2,7,0.6
MRPL17,no link,non-devreg,non-CNS,housekeeping,3017,175,2,0,0.08
MRPL18,no link,non-devreg,non-CNS,housekeeping,7970,180,2,20,0.33
MRPL19,no link,non-devreg,non-CNS,housekeeping,15426,292,2,24,-0.29
MRPL2,no link,non-devreg,non-CNS,housekeeping,5476,305,4,10,-0.56
MRPL20,no link,non-devreg,non-CNS,housekeeping,5418,149,2,12,0.13
MRPL21,no link,non-devreg,non-CNS,housekeeping,12558,205,4,16,0.95
MRPL22,no link,non-devreg,non-CNS,housekeeping,28339,206,4,50,-0.14
MRPL23,no link,non-devreg,non-CNS,housekeeping,9338,153,2,1,1.11
MRPL24,no link,non-devreg,non-CNS,housekeeping,3830,216,4,7,0.5
MRPL27,no link,non-devreg,non-CNS,housekeeping,5335,148,2,8,-0.09
MRPL28,no link,non-devreg,non-CNS,housekeeping,3186,256,2,0,1.02
MRPL3,no link,non-devreg,non-CNS,housekeeping,40816,348,2,47,-0.09
MRPL30,no link,non-devreg,non-CNS,housekeeping,18479,161,2,37,0.5
MRPL32,no link,non-devreg,non-CNS,housekeeping,5515,188,2,4,0.28
MRPL33,no link,non-devreg,non-CNS,housekeeping,8025,65,4,11,-0.01
MRPL34,no link,non-devreg,non-CNS,luxury,1176,92,2,2,NA
MRPL35,no link,non-devreg,non-CNS,housekeeping,13922,188,4,33,0.37
MRPL36,no link,non-devreg,non-CNS,housekeeping,1458,103,2,0,-0.07
MRPL37,no link,non-devreg,non-CNS,housekeeping,18217,423,2,42,0.02
MRPL38,no link,non-devreg,non-CNS,housekeeping,6458,380,2,9,0.02
MRPL39,no link,non-devreg,non-CNS,luxury,21834,353,4,28,0.22
MRPL4,no link,non-devreg,non-CNS,housekeeping,8082,311,6,19,0.2
MRPL40,no link,non-devreg,non-CNS,housekeeping,3561,206,2,3,0.08
MRPL41,no link,non-devreg,non-CNS,housekeeping,699,137,2,0,0.04
MRPL42,no link,non-devreg,non-CNS,housekeeping,36283,142,4,77,-0.25
MRPL43,no link,non-devreg,non-CNS,housekeeping,6139,235,8,7,-0.05
MRPL44,no link,non-devreg,non-CNS,housekeeping,10311,332,2,17,-0.27
MRPL45,no link,non-devreg,non-CNS,housekeeping,26113,306,4,82,0.17
MRPL46,no link,non-devreg,non-CNS,housekeeping,7925,279,2,15,0.66
MRPL47,no link,non-devreg,non-CNS,housekeeping,16180,250,4,31,0.44
MRPL48,no link,non-devreg,non-CNS,housekeeping,76740,212,2,225,0.01
MRPL49,no link,non-devreg,non-CNS,housekeeping,5126,166,2,11,-0.01
MRPL50,no link,non-devreg,non-CNS,housekeeping,8671,158,2,14,0.1
MRPL51,no link,non-devreg,non-CNS,housekeeping,1156,128,2,2,0.15
MRPL52,no link,non-devreg,non-CNS,housekeeping,5155,123,12,10,0.57
MRPL53,no link,non-devreg,non-CNS,housekeeping,858,112,2,0,0.75
MRPL54,no link,non-devreg,non-CNS,housekeeping,4899,138,2,14,-0.1
MRPL55,no link,non-devreg,non-CNS,housekeeping,2634,164,16,2,0.28
MRPL57,no link,non-devreg,non-CNS,housekeeping,2849,102,2,5,0.33
MRPL9,no link,non-devreg,non-CNS,housekeeping,3918,267,4,3,1.02
MRPS10,no link,non-devreg,non-CNS,housekeeping,11095,201,2,15,-0.03
MRPS11,no link,non-devreg,non-CNS,housekeeping,11178,194,4,21,-0.09
MRPS12,no link,non-devreg,non-CNS,housekeeping,2066,138,6,4,-0.14
MRPS14,no link,non-devreg,non-CNS,housekeeping,10498,128,2,19,-0.23
MRPS15,no link,non-devreg,non-CNS,housekeeping,8679,257,2,18,-0.09
MRPS16,no link,non-devreg,non-CNS,housekeeping,3851,137,2,5,0.19
MRPS17,no link,non-devreg,non-CNS,housekeeping,3423,130,2,7,0.24
MRPS18A,no link,non-devreg,non-CNS,housekeeping,16616,196,4,17,-0.16
MRPS18B,no link,non-devreg,non-CNS,housekeeping,8689,258,2,14,-0.05
MRPS18C,no link,non-devreg,non-CNS,housekeeping,5812,142,8,6,0.17
MRPS2,no link,non-devreg,non-CNS,housekeeping,4043,296,2,2,0.6
MRPS21,no link,non-devreg,non-CNS,housekeeping,14551,87,4,37,0.92
MRPS22,no link,non-devreg,non-CNS,housekeeping,13090,360,2,15,0.44
MRPS23,no link,non-devreg,non-CNS,housekeeping,11147,190,2,27,-0.32
MRPS24,no link,non-devreg,non-CNS,housekeeping,2989,167,2,4,0.57
MRPS25,no link,non-devreg,non-CNS,housekeeping,16798,173,2,38,0.13
MRPS26,no link,non-devreg,non-CNS,housekeeping,2222,205,2,1,NA
MRPS27,no link,non-devreg,non-CNS,housekeeping,100849,414,6,150,0.49
MRPS28,no link,non-devreg,non-CNS,housekeeping,111412,187,2,162,0.9
MRPS30,no link,non-devreg,non-CNS,housekeeping,6592,439,2,3,0.75
MRPS31,no link,non-devreg,non-CNS,housekeeping,41916,395,2,88,0.04
MRPS33,no link,non-devreg,non-CNS,housekeeping,8821,106,4,15,0.15
MRPS34,no link,non-devreg,non-CNS,housekeeping,1245,218,4,0,NA
MRPS35,no link,non-devreg,non-CNS,housekeeping,45532,323,4,86,-0.18
MRPS36,no link,non-devreg,non-CNS,luxury,12413,103,2,26,-0.01
MRPS5,no link,non-devreg,non-CNS,housekeeping,34803,430,2,47,-0.24
MRPS6,no link,non-devreg,non-CNS,housekeeping,69512,125,2,77,0.06
MRPS7,no link,non-devreg,non-CNS,housekeeping,4709,242,2,7,0.73
MRPS9,no link,non-devreg,non-CNS,housekeeping,61936,396,2,83,0.4
MRRF,no link,non-devreg,non-CNS,housekeeping,58861,262,6,148,0.19
MRS2,no link,non-devreg,non-CNS,housekeeping,22664,443,8,33,0.31
MRTO4,no link,non-devreg,non-CNS,housekeeping,8548,239,2,15,-0.34
MRVI1,no link,non-devreg,non-CNS,luxury,79211,904,12,130,2.07
MS4A1,no link,non-devreg,non-CNS,luxury,14944,297,4,22,-0.32
MS4A10,no link,non-devreg,non-CNS,luxury,15958,267,2,32,0.35
MS4A12,no link,non-devreg,non-CNS,luxury,14651,267,4,19,0.22
MS4A13,no link,non-devreg,non-CNS,luxury,27306,152,6,35,0.53
MS4A14,no link,non-devreg,non-CNS,luxury,21742,712,8,34,1.74
MS4A15,no link,non-devreg,non-CNS,luxury,19865,240,6,37,0.71
MS4A2,no link,non-devreg,non-CNS,luxury,9804,244,4,11,0.91
MS4A3,no link,non-devreg,non-CNS,luxury,14488,214,6,26,-0.14
MS4A4A,no link,non-devreg,non-CNS,luxury,28432,239,6,37,0.24
MS4A5,no link,non-devreg,non-CNS,luxury,18204,200,2,23,0.84
MS4A6A,no link,non-devreg,non-CNS,luxury,12169,253,8,15,0.48
MS4A6E,no link,non-devreg,non-CNS,luxury,6087,147,2,8,0.44
MS4A7,no link,non-devreg,non-CNS,luxury,17469,240,8,27,1.04
MS4A8,no link,non-devreg,non-CNS,luxury,16239,250,2,33,-0.27
MSANTD1,no link,non-devreg,non-CNS,luxury,7576,278,2,7,NA
MSANTD2,no link,non-devreg,non-CNS,luxury,33906,507,2,49,-0.45
MSANTD3,no link,non-devreg,non-CNS,housekeeping,24306,275,8,41,-0.07
MSANTD3-TMEFF1,no link,non-devreg,non-CNS,luxury,135731,454,2,261,NA
MSANTD4,no link,non-devreg,non-CNS,luxury,14326,345,2,23,-0.34
MSC,no link,non-devreg,non-CNS,luxury,2955,206,2,0,0.19
MSGN1,no link,non-devreg,non-CNS,luxury,582,193,2,0,0.17
MSH2,no link,non-devreg,non-CNS,luxury,80162,934,4,162,-2.03
MSH3,no link,non-devreg,non-CNS,housekeeping,222168,1137,2,375,-0.08
MSH4,no link,non-devreg,non-CNS,luxury,116368,936,2,197,0.2
MSH5,no link,non-devreg,non-CNS,luxury,23221,835,8,57,0.13
MSH6,no link,Devreg,non-CNS,housekeeping,23872,1360,8,42,-2.25
MSI1,no link,non-devreg,non-CNS,luxury,27851,362,2,52,-0.16
MSI2,no link,non-devreg,non-CNS,luxury,423369,328,4,585,0.13
MSL1,no link,non-devreg,non-CNS,luxury,14256,351,2,9,-0.05
MSL2,no link,non-devreg,non-CNS,luxury,46929,577,4,91,-0.53
MSL3,no link,non-devreg,non-CNS,housekeeping,17595,521,10,15,-0.23
MSLN,no link,non-devreg,non-CNS,luxury,7793,630,6,1,0.73
MSMB,no link,non-devreg,non-CNS,luxury,12966,114,4,34,0.01
MSMO1,no link,non-devreg,non-CNS,luxury,15497,293,4,20,0.7
MSMP,no link,non-devreg,non-CNS,housekeeping,1287,139,2,0,0.37
MSN,no link,Devreg,non-CNS,luxury,74283,577,2,111,-0.23
MSR1,no link,Devreg,non-CNS,luxury,84914,451,6,96,0.0
MSRA,no link,non-devreg,non-CNS,housekeeping,374572,235,8,496,-0.96
MSRB1,no link,non-devreg,non-CNS,luxury,5061,116,2,5,0.06
MSRB2,no link,non-devreg,non-CNS,housekeeping,26516,182,2,42,0.66
MSRB3,no link,non-devreg,non-CNS,luxury,187921,185,8,248,-0.45
MSS51,no link,non-devreg,non-CNS,luxury,9983,460,2,8,0.47
MST1,no link,Devreg,non-CNS,luxury,4817,725,2,1,-0.42
MST1L,no link,non-devreg,non-CNS,luxury,9847,689,2,8,NA
MST1R,no link,non-devreg,non-CNS,luxury,16871,1400,4,24,-1.78
MSTN,no link,Devreg,non-CNS,luxury,7030,375,2,2,0.66
MSTO1,no link,non-devreg,non-CNS,luxury,4798,570,6,0,NA
MSX1,no link,Devreg,CNS,luxury,4269,303,2,3,NA
MSX2,no link,Devreg,non-CNS,luxury,6328,267,2,4,NA
MT1A,no link,non-devreg,non-CNS,luxury,1422,61,2,1,0.57
MT1B,no link,non-devreg,non-CNS,luxury,1306,61,2,0,0.41
MT1E,no link,non-devreg,non-CNS,luxury,1440,61,2,0,0.44
MT1F,no link,non-devreg,non-CNS,luxury,1361,61,4,0,0.61
MT1G,no link,non-devreg,non-CNS,luxury,1325,61,4,0,0.06
MT1H,no link,non-devreg,non-CNS,luxury,1316,61,2,0,1.12
MT1HL1,no link,non-devreg,non-CNS,luxury,316,61,2,0,NA
MT1M,no link,non-devreg,non-CNS,luxury,1365,61,2,0,0.35
MT1X,no link,non-devreg,non-CNS,luxury,1727,61,2,1,0.24
MT2A,no link,non-devreg,non-CNS,luxury,932,61,2,0,0.12
MT3,no link,Devreg,CNS,luxury,1734,68,2,1,0.32
MT4,no link,non-devreg,non-CNS,luxury,3909,62,2,7,0.66
MTA1,no link,non-devreg,non-CNS,luxury,50872,715,4,66,-1.06
MTA2,no link,non-devreg,non-CNS,housekeeping,8638,668,2,3,-1.02
MTA3,no link,non-devreg,non-CNS,luxury,140683,515,6,313,-0.6
MTAP,no link,non-devreg,non-CNS,luxury,63335,283,2,74,-0.38
MTBP,no link,non-devreg,non-CNS,luxury,78238,904,2,109,0.83
MTCH1,no link,non-devreg,non-CNS,housekeeping,18417,389,4,8,-0.19
MTCH2,no link,non-devreg,non-CNS,housekeeping,25349,303,2,49,0.64
MTCL1,no link,non-devreg,non-CNS,luxury,115407,1586,2,128,-1.3
MTCP1,no link,non-devreg,non-CNS,luxury,7239,107,2,10,0.15
MTDH,no link,Devreg,non-CNS,housekeeping,86082,582,2,203,-0.42
MTERF1,no link,non-devreg,non-CNS,luxury,7996,399,6,11,0.4
MTERF2,no link,non-devreg,non-CNS,housekeeping,9876,385,4,22,0.64
MTERF3,no link,non-devreg,non-CNS,housekeeping,22152,417,4,33,0.55
MTERF4,no link,non-devreg,non-CNS,housekeeping,5366,410,2,4,0.24
MTF1,no link,non-devreg,non-CNS,luxury,50054,753,2,99,7.61e-5
MTF2,no link,non-devreg,non-CNS,luxury,59847,593,8,111,-0.56
MTFMT,no link,non-devreg,non-CNS,housekeeping,28128,389,2,62,0.71
MTFP1,no link,non-devreg,non-CNS,luxury,19627,134,4,46,-0.14
MTFR1,no link,non-devreg,non-CNS,housekeeping,40691,300,6,76,-0.27
MTFR1L,no link,non-devreg,non-CNS,housekeeping,13037,292,8,17,-0.18
MTFR2,no link,non-devreg,non-CNS,luxury,19282,385,4,42,0.44
MTG1,no link,non-devreg,non-CNS,luxury,26554,334,2,38,-0.58
MTG2,no link,non-devreg,non-CNS,housekeeping,19730,406,2,39,0.54
MTHFD1,no link,non-devreg,non-CNS,luxury,71967,935,2,132,0.38
MTHFD1L,no link,non-devreg,non-CNS,luxury,236209,979,8,414,-0.35
MTHFD2,no link,non-devreg,non-CNS,luxury,16735,350,2,28,-0.23
MTHFD2L,no link,non-devreg,non-CNS,luxury,144986,347,2,200,-0.36
MTHFR,asd-linked,non-devreg,non-CNS,luxury,20374,656,2,29,0.09
MTHFS,no link,non-devreg,non-CNS,luxury,53503,203,4,98,0.04
MTHFSD,no link,non-devreg,non-CNS,luxury,25060,383,10,18,1.31
MTIF2,no link,non-devreg,non-CNS,luxury,32629,727,4,67,-0.89
MTIF3,no link,non-devreg,non-CNS,housekeeping,14559,278,8,21,0.51
MTL5,no link,non-devreg,non-CNS,luxury,44081,508,4,46,0.55
MTM1,no link,Devreg,non-CNS,housekeeping,104570,603,2,161,-0.52
MTMR1,no link,non-devreg,non-CNS,housekeeping,71707,665,2,114,-0.09
MTMR10,no link,non-devreg,non-CNS,luxury,52664,777,2,54,0.38
MTMR11,no link,non-devreg,non-CNS,luxury,8249,709,4,5,0.31
MTMR12,no link,non-devreg,non-CNS,luxury,86004,747,6,139,0.13
MTMR14,no link,non-devreg,non-CNS,luxury,52962,650,6,90,-0.91
MTMR2,no link,Devreg,non-CNS,luxury,91328,643,8,119,0.33
MTMR3,no link,non-devreg,non-CNS,housekeeping,147700,1198,6,234,-0.9
MTMR4,no link,non-devreg,non-CNS,luxury,28359,1195,2,43,-0.55
MTMR6,no link,non-devreg,non-CNS,housekeeping,41364,621,2,62,0.95
MTMR7,no link,non-devreg,non-CNS,luxury,116735,660,2,162,-1.13
MTMR8,no link,non-devreg,non-CNS,luxury,127373,704,2,169,-0.77
MTMR9,no link,non-devreg,non-CNS,luxury,43655,549,2,53,-0.82
MTNR1A,no link,non-devreg,non-CNS,luxury,21729,350,2,34,0.22
MTNR1B,no link,non-devreg,non-CNS,luxury,13160,362,2,14,-0.02
MTO1,no link,non-devreg,non-CNS,housekeeping,39726,717,6,101,-0.2
MTOR,no link,Devreg,non-CNS,luxury,156021,2549,2,258,-3.49
MTPAP,no link,non-devreg,non-CNS,housekeeping,39538,582,2,74,-0.18
MTPN,no link,Devreg,CNS,luxury,50702,118,2,79,0.08
MTR,no link,non-devreg,non-CNS,luxury,108701,1265,6,154,0.25
MTRF1,no link,non-devreg,non-CNS,luxury,47198,445,2,86,0.64
MTRF1L,no link,non-devreg,non-CNS,luxury,15526,380,12,27,0.04
MTRNR2L1,no link,non-devreg,non-CNS,luxury,1555,24,2,0,NA
