symbol,gi,protlen,transcripts,length,introns,mcs_ds,dmcs_ds,asd,DevReg,cns,housekeeping,RVIS,te,teLINE_L1,teLINE_L2,teSINE_MIR,teSINE_Alu,teL1_L1M,teL1_L1PA,dte,dteLINE_L1,dteLINE_L2,dteSINE_MIR,dteSINE_Alu,dteL1_L1M,dteL1_L1PA
HIST2H2AB,317772,130,2,448,0,0,0,no link,non-devreg,non-CNS,luxury,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H2AC,8338,129,2,437,0,0,0,no link,non-devreg,non-CNS,luxury,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H2BE,8349,126,2,2223,0,0,0,no link,non-devreg,non-CNS,luxury,0.15,1,0,0,1,0,0,0,0.449842555,0,0,0.449842555,0,0,0
HIST2H2BF,440689,134,4,29684,0,0,0,no link,non-devreg,non-CNS,luxury,0.17,39,9,7,3,10,7,0,1.313839105,0.30319364,0.235817275,0.101064547,0.336881822,0.235817275,0
HIST2H3A,333932,136,2,507,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H3C,126961,136,2,507,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H3D,653604,136,2,457,0,0,0,no link,non-devreg,non-CNS,luxury,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H4A,8370,103,2,396,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H4B,554313,103,2,396,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST3H2A,92815,130,2,496,0,0,0,no link,non-devreg,non-CNS,luxury,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST3H2BB,128312,126,2,452,0,0,0,no link,non-devreg,non-CNS,luxury,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST3H3,8290,136,2,481,0,0,0,no link,non-devreg,non-CNS,luxury,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST4H4,121504,103,2,412,0,0,0,no link,non-devreg,non-CNS,luxury,-0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIVEP1,3096,2718,2,152509,7,2270,14.88436748,no link,non-devreg,non-CNS,housekeeping,1.22,147,42,16,19,32,35,4,0.963877542,0.275393583,0.104911841,0.124582812,0.209823683,0.229494653,0.02622796
HIVEP2,3097,2446,2,193735,8,675,3.484140708,no link,non-devreg,non-CNS,luxury,-2.2,179,12,38,48,45,10,2,0.923942499,0.061940279,0.196144218,0.247761117,0.232276047,0.051616899,0.01032338
HIVEP3,59269,2405,4,412461,6,593,1.437711687,no link,non-devreg,non-CNS,luxury,-0.51,715,104,124,249,80,82,8,1.733497228,0.252145051,0.300634484,0.60369344,0.193957732,0.198806675,0.019395773
HJURP,55355,748,6,17727,7,174,9.815535624,no link,non-devreg,non-CNS,luxury,1.38,12,2,1,2,3,2,0,0.676933491,0.112822249,0.056411124,0.112822249,0.169233373,0.112822249,0
HK1,3098,921,10,131882,19,1683,12.76140793,no link,non-devreg,non-CNS,luxury,-1.22,314,41,22,40,136,40,0,2.380916274,0.310883972,0.16681579,0.303301436,1.031224883,0.303301436,0
HK2,3099,917,2,60700,16,943,15.5354201,no link,non-devreg,non-CNS,luxury,-0.95,87,13,6,25,21,9,0,1.433278418,0.21416804,0.098846787,0.411861614,0.345963756,0.148270181,0
HK3,3101,923,2,18464,17,451,24.42590988,no link,non-devreg,non-CNS,luxury,-0.56,28,0,5,13,6,0,0,1.516464471,0,0.270797227,0.70407279,0.324956672,0,0
HKDC1,80201,917,2,47257,16,980,20.73766849,no link,non-devreg,non-CNS,luxury,0.28,100,15,6,26,40,15,0,2.116088622,0.317413293,0.126965317,0.550183042,0.846435449,0.317413293,0
HKR1,284459,659,2,29778,4,0,0,no link,non-devreg,non-CNS,luxury,0.27,61,17,2,2,24,14,3,2.048492175,0.570891262,0.067163678,0.067163678,0.805964135,0.470145745,0.100745517
HLA-A,3105,365,2,3415,6,37,10.83455344,no link,non-devreg,non-CNS,luxury,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-B,3106,362,2,3341,6,55,16.46213708,no link,non-devreg,non-CNS,luxury,8.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-C,3107,366,2,3388,6,58,17.11924439,no link,non-devreg,non-CNS,luxury,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DMA,3108,261,2,4509,3,12,2.661343979,no link,non-devreg,non-CNS,luxury,0.75,6,0,1,1,3,0,0,1.330671989,0,0.221778665,0.221778665,0.665335995,0,0
HLA-DMB,3109,263,2,6442,4,73,11.33188451,no link,non-devreg,non-CNS,luxury,1.04,7,1,1,0,0,1,0,1.086619062,0.155231295,0.155231295,0,0,0.155231295,0
HLA-DOA,3111,250,2,5430,3,18,3.314917127,no link,Devreg,non-CNS,luxury,0.66,6,0,0,1,2,0,0,1.104972376,0,0,0.184162063,0.368324125,0,0
HLA-DOB,3112,273,2,4286,4,54,12.59916006,no link,non-devreg,non-CNS,luxury,0.73,3,1,1,0,0,1,0,0.699953336,0.233317779,0.233317779,0,0,0.233317779,0
HLA-DPA1,3113,260,6,9109,3,48,5.269513668,no link,non-devreg,non-CNS,luxury,3.29,12,3,2,3,0,2,0,1.317378417,0.329344604,0.219563069,0.329344604,0,0.219563069,0
HLA-DPB1,3115,258,2,13771,4,84,6.099774889,no link,non-devreg,non-CNS,luxury,3.4,6,2,1,0,2,0,2,0.435698206,0.145232735,0.072616368,0,0.145232735,0,0.145232735
HLA-DQA1,3117,255,2,6247,3,37,5.922842965,no link,non-devreg,non-CNS,luxury,5.11,6,0,3,0,1,0,0,0.960461021,0,0.480230511,0,0.160076837,0,0
HLA-DQA2,3118,255,2,5502,3,47,8.542348237,no link,non-devreg,non-CNS,luxury,1.22,7,0,3,0,1,0,0,1.272264631,0,0.54525627,0,0.18175209,0,0
HLA-DQB1,3119,269,4,7226,4,80,11.07113202,no link,non-devreg,non-CNS,luxury,7.7,4,0,2,2,0,0,0,0.553556601,0,0.276778301,0.276778301,0,0,0
HLA-DQB2,3120,227,4,7456,3,106,14.2167382,no link,non-devreg,non-CNS,luxury,NA,6,0,2,1,1,0,0,0.80472103,0,0.268240343,0.134120172,0.134120172,0,0
HLA-DRA,3122,254,2,5208,3,61,11.71274962,no link,non-devreg,non-CNS,luxury,0.3,2,0,0,1,1,0,0,0.384024578,0,0,0.192012289,0.192012289,0,0
HLA-DRB1,3123,266,2,11067,4,99,8.945513689,asd-linked,non-devreg,non-CNS,luxury,2.97,15,0,4,3,3,0,0,1.355380862,0,0.361434897,0.271076172,0.271076172,0,0
HLA-DRB5,3127,266,2,12853,4,102,7.935890454,no link,non-devreg,non-CNS,luxury,4.55,19,0,7,3,4,0,0,1.478254104,0,0.544619933,0.233408543,0.31121139,0,0
HLA-E,3133,358,2,4800,6,59,12.29166667,no link,non-devreg,non-CNS,luxury,0.71,4,0,0,0,2,0,0,0.833333333,0,0,0,0.416666667,0,0
HLA-F,3134,442,6,3957,5,0,0,no link,non-devreg,non-CNS,luxury,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA-G,3135,338,2,4144,6,0,0,no link,non-devreg,non-CNS,luxury,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLCS,3141,726,6,230076,10,2815,12.23508754,no link,non-devreg,non-CNS,luxury,-0.59,380,83,21,37,152,78,2,1.651628158,0.360750361,0.091274188,0.160816426,0.660651263,0.339018411,0.00869278
HLF,3131,295,2,60106,2,1048,17.43586331,no link,non-devreg,non-CNS,luxury,-0.32,65,10,7,19,17,9,1,1.08142282,0.166372741,0.116460919,0.316108209,0.282833661,0.149735467,0.016637274
HLTF,6596,1009,4,56438,23,1066,18.88798327,no link,non-devreg,non-CNS,luxury,0.96,99,22,9,13,37,22,0,1.754137283,0.389808285,0.159467026,0.230341259,0.655586661,0.389808285,0
HLX,3142,488,2,5658,2,32,5.655708731,no link,Devreg,non-CNS,luxury,0.62,1,0,0,0,0,0,0,0.176740898,0,0,0,0,0,0
HM13,81502,426,8,55130,11,687,12.46145474,no link,non-devreg,non-CNS,luxury,-0.43,143,17,13,28,65,16,0,2.593869037,0.308362053,0.235806276,0.507890441,1.17903138,0.290223109,0
HMBOX1,79618,420,4,162332,8,2094,12.89948993,no link,non-devreg,non-CNS,luxury,-0.34,256,70,30,25,77,66,1,1.577015006,0.431215041,0.184806446,0.154005372,0.474336545,0.406574181,0.006160215
HMBS,3145,361,8,8673,12,230,26.51908221,no link,non-devreg,non-CNS,housekeeping,-0.34,12,0,3,3,5,0,0,1.383604289,0,0.345901072,0.345901072,0.576501787,0,0
HMCES,56941,354,4,26452,5,199,7.523060638,no link,non-devreg,non-CNS,housekeeping,-0.54,73,12,0,5,38,11,0,2.759715711,0.453651898,0,0.189021624,1.436564343,0.415847573,0
HMCN1,83872,5635,2,456403,105,9317,20.41397624,no link,non-devreg,non-CNS,luxury,-3.69,527,107,104,92,78,67,19,1.154681279,0.23444193,0.227868791,0.201576239,0.170901594,0.146800087,0.041629875
HMG20A,10363,347,6,64703,9,953,14.72883792,no link,Devreg,non-CNS,housekeeping,-0.16,111,26,20,13,35,26,0,1.715530965,0.401836082,0.309104678,0.200918041,0.540933187,0.401836082,0
HMG20B,10362,317,2,6139,8,83,13.52011728,no link,Devreg,non-CNS,housekeeping,-0.21,2,0,0,0,2,0,0,0.325785959,0,0,0,0.325785959,0,0
HMGA1,3159,328,12,9432,3,81,8.58778626,no link,Devreg,non-CNS,luxury,-0.05,6,0,0,4,1,0,0,0.636132316,0,0,0.42408821,0.106022053,0,0
HMGA2,8091,109,8,141832,3,2859,20.15765131,asd-linked,Devreg,CNS,luxury,0.19,137,6,20,32,39,4,2,0.965931525,0.04230357,0.141011901,0.225619042,0.274973208,0.02820238,0.01410119
HMGB1,3146,215,2,7203,3,84,11.66180758,asd-linked,Devreg,non-CNS,housekeeping,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB2,3148,209,6,2394,2,23,9.607351713,no link,Devreg,non-CNS,luxury,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3,3149,200,8,7486,3,87,11.62169383,no link,Devreg,non-CNS,luxury,-0.03,1,0,0,0,1,0,0,0.133582688,0,0,0,0.133582688,0,0
HMGB4,127540,186,2,4317,0,0,0,no link,non-devreg,non-CNS,luxury,0.68,7,0,0,3,0,0,0,1.62149641,0,0,0.694927033,0,0,0
HMGCL,3155,325,4,23583,7,337,14.28995463,no link,non-devreg,non-CNS,luxury,-0.6,62,1,14,15,26,1,0,2.629012424,0.042403426,0.593647967,0.636051393,1.102489081,0.042403426,0
HMGCLL1,54511,370,10,144842,8,1673,11.55051712,no link,non-devreg,non-CNS,luxury,0.11,161,41,29,19,16,32,7,1.11155604,0.283067066,0.200218169,0.131177421,0.110465197,0.220930393,0.048328523
HMGCR,3156,888,4,24934,18,523,20.97537499,no link,Devreg,non-CNS,luxury,-0.49,31,10,3,3,11,8,1,1.243282265,0.401058795,0.120317639,0.120317639,0.441164675,0.320847036,0.04010588
HMGCS1,3157,520,4,26043,8,355,13.63130208,no link,non-devreg,CNS,luxury,-0.41,29,0,5,5,11,0,0,1.113542987,0,0.19199017,0.19199017,0.422378374,0,0
HMGCS2,3158,508,4,20937,8,366,17.48101447,no link,non-devreg,non-CNS,luxury,-0.87,27,4,5,8,9,4,0,1.289583035,0.191049338,0.238811673,0.382098677,0.429861012,0.191049338,0
HMGN1,3150,100,2,6807,4,49,7.198472161,no link,non-devreg,non-CNS,luxury,0.3,2,0,0,0,1,0,0,0.29381519,0,0,0,0.146907595,0,0
HMGN2,3151,90,2,4232,4,49,11.57844991,no link,non-devreg,non-CNS,luxury,0.06,2,0,0,1,0,0,0,0.472589792,0,0,0.236294896,0,0,0
HMGN3,9324,130,8,33494,5,153,4.567982325,no link,non-devreg,non-CNS,housekeeping,0.08,38,9,3,11,8,9,0,1.134531558,0.268704843,0.089568281,0.32841703,0.238848749,0.268704843,0
HMGN4,10473,90,2,8593,0,0,0,no link,non-devreg,non-CNS,luxury,0.3,9,2,0,0,5,2,0,1.047364134,0.232747585,0,0,0.581868963,0.232747585,0
HMGN5,79366,282,2,88242,5,172,1.949185195,no link,non-devreg,non-CNS,luxury,0.88,108,48,10,8,11,35,12,1.223906983,0.543958659,0.113324721,0.090659777,0.124657193,0.396636522,0.135989665
HMGXB3,22993,1292,2,52538,18,891,16.95915337,no link,non-devreg,non-CNS,housekeeping,1.67,105,16,7,31,23,16,0,1.998553428,0.304541475,0.133236895,0.590049107,0.43777837,0.304541475,0
HMGXB4,10042,601,2,38356,9,528,13.76577328,no link,non-devreg,non-CNS,housekeeping,-0.49,67,7,7,13,27,7,0,1.746793201,0.182500782,0.182500782,0.338930024,0.703931588,0.182500782,0
HMHA1,23526,1152,8,20706,21,321,15.50275283,asd-linked,non-devreg,non-CNS,luxury,0.01,32,1,4,3,22,1,0,1.545445765,0.04829518,0.193180721,0.14488554,1.062493963,0.04829518,0
HMHB1,57824,41,2,8559,0,0,0,no link,non-devreg,non-CNS,luxury,0.19,12,2,1,3,3,1,0,1.402032948,0.233672158,0.116836079,0.350508237,0.350508237,0.116836079,0
HMMR,3161,725,8,31437,16,614,19.53112574,no link,non-devreg,non-CNS,luxury,2.29,45,12,3,5,19,11,1,1.431434297,0.381715813,0.095428953,0.159048255,0.60438337,0.349906162,0.031809651
HMOX1,3162,288,2,13148,3,90,6.845147551,no link,Devreg,non-CNS,luxury,-0.6,37,1,3,12,17,1,0,2.814116215,0.076057195,0.228171585,0.91268634,1.292972315,0.076057195,0
HMOX2,3163,316,18,34008,4,108,3.175723359,no link,non-devreg,non-CNS,housekeeping,-0.76,63,2,1,4,46,2,0,1.852505293,0.058809692,0.029404846,0.117619384,1.352622912,0.058809692,0
HMP19,51617,171,2,63576,3,952,14.9742041,no link,non-devreg,non-CNS,luxury,-0.21,117,14,20,44,19,14,0,1.840317101,0.220208884,0.31458412,0.692085064,0.298854914,0.220208884,0
HMSD,284293,139,2,11058,2,76,6.872852234,no link,non-devreg,non-CNS,luxury,-0.08,16,10,0,3,1,5,3,1.44691626,0.904322662,0,0.271296799,0.090432266,0.452161331,0.271296799
HMX1,3166,348,2,4771,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMX2,3167,273,2,2551,0,0,0,no link,non-devreg,CNS,luxury,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMX3,340784,357,2,1681,0,0,0,no link,non-devreg,CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN1,51155,181,12,19432,2,44,2.264306299,no link,non-devreg,non-CNS,luxury,0.53,41,2,0,0,32,2,0,2.109921779,0.102923014,0,0,1.646768217,0.102923014,0
HN1L,90861,190,2,23796,3,101,4.244410825,no link,non-devreg,non-CNS,housekeeping,0.08,40,7,0,5,24,7,0,1.680954782,0.294167087,0,0.210119348,1.008572869,0.294167087,0
HNF1A,6927,631,2,23766,8,234,9.845998485,no link,non-devreg,non-CNS,luxury,-0.44,46,3,7,13,16,3,0,1.935538164,0.12623075,0.294538416,0.546999916,0.673230666,0.12623075,0
HNF1B,6928,557,6,58663,7,1434,24.44470961,no link,Devreg,CNS,luxury,-0.54,87,1,11,30,24,1,0,1.483047236,0.01704652,0.187511719,0.511395599,0.409116479,0.01704652,0
HNF4A,3172,115,20,51675,2,377,7.295597484,no link,Devreg,non-CNS,luxury,-0.96,149,17,13,45,50,13,3,2.883405902,0.328979197,0.251572327,0.870827286,0.967585873,0.251572327,0.058055152
HNF4G,3174,445,2,26859,8,573,21.33363119,no link,non-devreg,non-CNS,luxury,-0.03,30,5,7,7,6,4,1,1.116944041,0.18615734,0.260620276,0.260620276,0.223388808,0.148925872,0.037231468
HNMT,3176,292,6,52127,4,316,6.062117521,no link,non-devreg,CNS,luxury,-0.29,63,13,9,12,11,5,4,1.208586721,0.249390911,0.172655246,0.230206994,0.211023078,0.095919581,0.076735665
HNRNPA0,10949,305,2,2967,0,0,0,no link,non-devreg,non-CNS,housekeeping,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1,3178,372,4,4543,9,124,27.29473916,no link,non-devreg,non-CNS,luxury,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1L2,144983,320,4,26315,4,260,9.880296409,no link,non-devreg,non-CNS,luxury,1.31,51,5,4,7,17,5,0,1.938058142,0.1900057,0.15200456,0.26600798,0.646019381,0.1900057,0
HNRNPA2B1,3181,353,4,10858,10,94,8.657211273,no link,non-devreg,non-CNS,housekeeping,-0.23,3,0,0,0,3,0,0,0.276293977,0,0,0,0.276293977,0,0
HNRNPA3,220988,378,2,11264,9,72,6.392045455,no link,non-devreg,non-CNS,luxury,-0.27,6,1,0,0,5,1,0,0.532670455,0.088778409,0,0,0.443892045,0.088778409,0
HNRNPAB,3182,332,4,6677,6,163,24.41216115,no link,non-devreg,non-CNS,housekeeping,-0.38,3,0,0,2,1,0,0,0.449303579,0,0,0.29953572,0.14976786,0,0
HNRNPC,3183,306,8,60343,6,93,1.541189533,no link,non-devreg,non-CNS,housekeeping,-0.08,105,10,9,3,66,10,0,1.740052699,0.165719305,0.149147374,0.049715791,1.093747411,0.165719305,0
HNRNPCL1,343069,293,2,1318,0,0,0,no link,non-devreg,non-CNS,luxury,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,440563,293,2,1367,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,649330,293,2,1002,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPD,3184,355,8,20683,7,196,9.476381569,no link,non-devreg,non-CNS,housekeeping,-0.01,15,0,1,2,10,0,0,0.725233283,0,0.048348886,0.096697771,0.483488856,0,0
HNRNPDL,9987,420,4,7662,6,94,12.26833725,no link,non-devreg,non-CNS,housekeeping,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPF,3185,415,12,22235,2,25,1.124353497,asd-linked,non-devreg,non-CNS,housekeeping,-0.6,37,9,1,1,21,8,0,1.664043175,0.404767259,0.04497414,0.04497414,0.944456937,0.359793119,0
HNRNPH1,3187,449,4,9533,12,189,19.82586804,no link,non-devreg,non-CNS,housekeeping,-0.27,2,0,0,1,1,0,0,0.209797545,0,0,0.104898773,0.104898773,0,0
HNRNPH2,3188,449,4,6008,0,0,0,no link,non-devreg,non-CNS,housekeeping,-0.14,5,2,2,0,1,2,0,0.832223702,0.332889481,0.332889481,0,0.16644474,0.332889481,0
HNRNPH3,3189,346,4,11186,8,122,10.90649026,no link,non-devreg,non-CNS,luxury,0.04,5,1,0,1,3,1,0,0.446987306,0.089397461,0,0.089397461,0.268192383,0.089397461,0
HNRNPK,3190,464,6,12187,15,257,21.08804464,no link,Devreg,non-CNS,housekeeping,-0.21,2,0,0,0,1,0,0,0.164109297,0,0,0,0.082054648,0,0
HNRNPL,3191,589,4,13590,11,262,19.27888153,no link,non-devreg,non-CNS,housekeeping,-0.63,13,0,1,3,6,0,0,0.956585725,0,0.073583517,0.220750552,0.441501104,0,0
HNRNPLL,92906,542,4,39851,11,622,15.60814032,no link,non-devreg,non-CNS,housekeeping,-0.34,54,11,3,6,22,10,1,1.355047552,0.276028205,0.07528042,0.150560839,0.55205641,0.250934732,0.025093473
HNRNPM,4670,730,6,44200,14,736,16.65158371,no link,non-devreg,non-CNS,housekeeping,-1.4,47,4,0,6,35,4,0,1.063348416,0.090497738,0,0.135746606,0.791855204,0.090497738,0
HNRNPR,10236,636,14,34578,9,595,17.20747296,no link,non-devreg,non-CNS,housekeeping,-0.45,46,2,7,2,32,2,0,1.330325641,0.057840245,0.202440858,0.057840245,0.925443924,0.057840245,0
HNRNPU,3192,825,4,14226,12,181,12.7231829,no link,non-devreg,non-CNS,housekeeping,-0.6,4,0,0,0,4,0,0,0.281175313,0,0,0,0.281175313,0,0
HNRNPUL1,11100,856,4,43692,13,874,20.003662,no link,non-devreg,non-CNS,housekeeping,-0.73,87,12,6,16,37,11,0,1.991211206,0.274649821,0.137324911,0.366199762,0.84683695,0.251762336,0
HNRNPUL2,221092,747,2,14761,12,321,21.74649414,no link,non-devreg,non-CNS,housekeeping,-0.38,12,0,1,2,8,0,0,0.812953052,0,0.067746088,0.135492175,0.541968701,0,0
HOGA1,112817,164,4,28454,1,0,0,no link,non-devreg,non-CNS,luxury,-1,66,12,1,11,35,11,1,2.319533282,0.421733324,0.035144444,0.38658888,1.230055528,0.38658888,0.035144444
HOMER1,9456,354,6,140013,7,1578,11.27038204,asd-linked,non-devreg,non-CNS,luxury,-0.25,230,47,26,24,84,41,0,1.642704606,0.335683115,0.185697042,0.171412655,0.599944291,0.292829952,0
HOMER2,9455,354,4,103748,7,529,5.098893473,no link,non-devreg,non-CNS,luxury,0.13,184,36,24,18,60,29,2,1.773528164,0.346994641,0.231329761,0.17349732,0.578324401,0.279523461,0.01927748
HOMER3,9454,361,8,12032,8,137,11.38630319,no link,non-devreg,non-CNS,luxury,-0.18,23,0,2,3,17,0,0,1.911569149,0,0.166223404,0.249335106,1.412898936,0,0
HOMEZ,57594,550,2,12466,0,0,0,no link,non-devreg,non-CNS,luxury,0.29,23,0,0,4,14,0,0,1.84501845,0,0,0.320872774,1.123054709,0,0
HOOK1,51361,728,2,61518,20,1100,17.88094541,no link,non-devreg,non-CNS,luxury,-0.62,70,22,9,16,14,19,2,1.137878345,0.357618908,0.146298644,0.260086479,0.227575669,0.308852694,0.03251081
HOOK2,29911,719,4,12618,21,392,31.06673007,no link,non-devreg,non-CNS,luxury,0.31,20,0,3,0,15,0,0,1.585037248,0,0.237755587,0,1.188777936,0,0
HOOK3,84376,718,2,133650,20,1468,10.98391321,no link,Devreg,CNS,luxury,-0.67,257,59,26,17,119,51,3,1.922933034,0.441451553,0.194537972,0.127197905,0.890385335,0.381593715,0.022446689
HOPX,84525,73,10,8535,1,0,0,no link,Devreg,non-CNS,luxury,0.17,7,0,1,3,2,0,0,0.820152314,0,0.117164616,0.351493849,0.234329233,0,0
HORMAD1,84072,394,4,22830,13,621,27.20105125,no link,non-devreg,non-CNS,luxury,0.1,48,8,4,7,20,7,1,2.102496715,0.350416119,0.17520806,0.306614104,0.876040298,0.306614104,0.043802015
HORMAD2,150280,307,2,96610,9,773,8.001242107,no link,non-devreg,non-CNS,luxury,0.93,194,58,34,15,58,51,2,2.008073698,0.60035193,0.351930442,0.15526343,0.60035193,0.527895663,0.020701791
HOXA1,3198,335,4,3012,0,0,0,asd-linked,non-devreg,CNS,luxury,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA10,3206,410,2,3746,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA11,3207,313,2,4060,0,0,0,no link,Devreg,non-CNS,luxury,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA13,3209,388,2,3227,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA2,3199,376,2,2422,0,0,0,no link,Devreg,CNS,luxury,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA3,3200,443,4,13406,1,0,0,no link,non-devreg,non-CNS,luxury,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA4,3201,320,2,2274,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA5,3202,270,2,2617,0,0,0,no link,Devreg,non-CNS,luxury,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA6,3203,233,2,2192,0,0,0,no link,non-devreg,non-CNS,luxury,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA7,3204,230,2,2959,0,0,0,no link,Devreg,non-CNS,luxury,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA9,3205,272,2,3093,0,0,0,no link,Devreg,non-CNS,luxury,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB1,3211,301,2,1466,0,0,0,no link,non-devreg,CNS,luxury,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB13,10481,284,2,3985,0,0,0,no link,non-devreg,non-CNS,luxury,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB2,3212,356,2,2375,0,0,0,no link,non-devreg,CNS,luxury,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB3,3213,431,2,25579,2,73,2.853903593,no link,Devreg,CNS,luxury,-0.23,3,0,0,2,1,0,0,0.117283709,0,0,0.07818914,0.03909457,0,0
HOXB4,3214,251,2,2875,0,0,0,no link,Devreg,non-CNS,luxury,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB5,3215,269,2,2485,0,0,0,no link,non-devreg,non-CNS,luxury,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB6,3216,224,2,9236,2,66,7.145950628,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB7,3217,217,2,3789,0,0,0,no link,Devreg,non-CNS,luxury,NA,1,0,0,0,1,0,0,0.263921879,0,0,0,0.263921879,0,0
HOXB8,3218,243,2,2594,0,0,0,no link,Devreg,CNS,luxury,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB9,3219,250,2,5317,0,0,0,no link,non-devreg,non-CNS,luxury,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC10,3226,342,2,5117,0,0,0,no link,non-devreg,CNS,luxury,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC11,3227,304,2,3294,1,0,0,no link,Devreg,non-CNS,luxury,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC12,3228,282,2,1637,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC13,3229,330,2,7753,0,0,0,no link,non-devreg,non-CNS,luxury,NA,2,0,0,1,0,0,0,0.257964659,0,0,0.128982329,0,0,0
HOXC4,3221,264,4,2154,0,0,0,no link,non-devreg,non-CNS,luxury,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC5,3222,222,2,2313,0,0,0,no link,non-devreg,non-CNS,luxury,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC6,3223,235,4,2414,0,0,0,no link,non-devreg,non-CNS,luxury,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC8,3224,242,2,3656,0,0,0,no link,non-devreg,non-CNS,luxury,-0.25,1,1,0,0,0,1,0,0.273522976,0.273522976,0,0,0,0.273522976,0
HOXC9,3225,260,2,3244,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXD1,3231,328,2,2329,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXD10,3236,340,2,3179,0,0,0,no link,non-devreg,CNS,luxury,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXD11,3237,338,2,2233,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
